ベンダ,GRAPHTEC Corporation
モデル,GL240
ファームウェア,Ver1.55
ソフトウェア, "Ver1.31"
最大CH数,10CH
GS開始CH
WL開始CH,10CH
測定間隔,100ms
測定点数,360533      
トリガ点,0           
開始時刻,2024-05-23,09:12:59
終了時刻,2024-05-23,19:13:55
トリガ時刻,2024-05-23,09:13:02
AC Mode, AC1_2, AC1_2
Logic/Pulse,Off,Off
アンプ設定
CH,信号名,アンプ,入力,レンジ,温度レンジ,フィルタ,スパン,,単位
CH1,CH 1,M,DC,100V,,Off,50.000000,-50.000000,V
CH2,CH 2,M,DC,100V,,Off,50.000000,-50.000000,V
CH3,CH 3,M,DC,100V,,Off,50.000000,-50.000000,V
CH4,CH 4,M,DC,100V,,Off,50.000000,-50.000000,V
CH5,CH 5,M,DC,100V,,Off,50.000000,-50.000000,V
CH6,CH 6,M,DC,100V,,Off,50.000000,-50.000000,V
CH7,CH 7,M,DC,100V,,Off,50.000000,-50.000000,V
CH8,CH 8,M,DC,100V,,Off,50.000000,-50.000000,V
CH9,CH 9,M,DC,100V,,Off,50.000000,-50.000000,V
CH10,CH10,M,DC,100V,,Off,50.000000,-50.000000,V
測定値
番号,日付 時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1,AlarmOut
NO.,Time,ms,V,V,V,V,V,V,V,V,V,V,A1234567890,A123456789
15046,2024-05-23 09:38:06,500,+0.18,+0.07,+0.43,+0.04,-0.51,+0.18,+0.20,+0.00,+0.06,-0.47,LLLLLLLLLL,LLLLLLLLL
15047,2024-05-23 09:38:06,600,+0.18,+0.07,+0.45,+0.04,-0.51,+0.18,+0.20,+0.00,+0.06,-0.46,LLLLLLLLLL,LLLLLLLLL
15048,2024-05-23 09:38:06,700,+0.18,+0.07,+0.40,+0.04,-0.51,+0.18,+0.20,+0.00,+0.05,-0.45,LLLLLLLLLL,LLLLLLLLL
15049,2024-05-23 09:38:06,800,+0.18,+0.07,+0.42,+0.03,-0.51,+0.18,+0.20,-0.01,+0.04,-0.43,LLLLLLLLLL,LLLLLLLLL
15050,2024-05-23 09:38:06,900,+0.18,+0.07,+0.45,+0.03,-0.51,+0.18,+0.20,+0.00,+0.04,-0.42,LLLLLLLLLL,LLLLLLLLL
15051,2024-05-23 09:38:07,000,+0.18,+0.08,+0.40,+0.03,-0.51,+0.18,+0.20,+0.00,+0.04,-0.42,LLLLLLLLLL,LLLLLLLLL
15052,2024-05-23 09:38:07,100,+0.18,+0.07,+0.42,+0.03,-0.51,+0.18,+0.20,+0.00,+0.04,-0.41,LLLLLLLLLL,LLLLLLLLL
15053,2024-05-23 09:38:07,200,+0.18,+0.07,+0.45,+0.03,-0.51,+0.18,+0.20,-0.01,+0.04,-0.40,LLLLLLLLLL,LLLLLLLLL
15054,2024-05-23 09:38:07,300,+0.18,+0.08,+0.40,+0.02,-0.51,+0.18,+0.20,-0.01,+0.03,-0.39,LLLLLLLLLL,LLLLLLLLL
15055,2024-05-23 09:38:07,400,+0.18,+0.07,+0.42,+0.01,-0.51,+0.18,+0.20,+0.00,+0.03,-0.37,LLLLLLLLLL,LLLLLLLLL
15056,2024-05-23 09:38:07,500,+0.18,+0.07,+0.43,+0.01,-0.51,+0.18,+0.20,-0.01,+0.01,-0.36,LLLLLLLLLL,LLLLLLLLL
15057,2024-05-23 09:38:07,600,+0.18,+0.08,+0.41,+0.01,-0.51,+0.18,+0.20,+0.00,+0.01,-0.35,LLLLLLLLLL,LLLLLLLLL
15058,2024-05-23 09:38:07,700,+0.18,+0.07,+0.42,+0.01,-0.51,+0.18,+0.20,-0.01,+0.01,-0.34,LLLLLLLLLL,LLLLLLLLL
15059,2024-05-23 09:38:07,800,+0.18,+0.08,+0.42,+0.01,-0.51,+0.18,+0.20,-0.01,+0.01,-0.33,LLLLLLLLLL,LLLLLLLLL
15060,2024-05-23 09:38:07,900,+0.18,+0.07,+0.41,+0.01,-0.51,+0.18,+0.20,-0.01,+0.01,-0.31,LLLLLLLLLL,LLLLLLLLL
15061,2024-05-23 09:38:08,000,+0.18,+0.08,+0.42,+0.01,-0.51,+0.18,+0.20,-0.01,-0.01,-0.30,LLLLLLLLLL,LLLLLLLLL
15062,2024-05-23 09:38:08,100,+0.18,+0.09,+0.42,+0.01,-0.51,+0.18,+0.21,+0.01,+0.00,-0.28,LLLLLLLLLL,LLLLLLLLL
15063,2024-05-23 09:38:08,200,+0.18,+0.09,+0.42,+0.01,-0.51,+0.18,+0.20,+0.01,-0.01,-0.27,LLLLLLLLLL,LLLLLLLLL
15064,2024-05-23 09:38:08,300,+0.18,+0.08,+0.42,+0.01,-0.49,+0.18,+0.21,+0.01,-0.01,-0.26,LLLLLLLLLL,LLLLLLLLL
15065,2024-05-23 09:38:08,400,+0.18,+0.08,+0.42,+0.01,-0.51,+0.18,+0.21,+0.01,-0.02,-0.24,LLLLLLLLLL,LLLLLLLLL
15066,2024-05-23 09:38:08,500,+0.18,+0.09,+0.42,+0.01,-0.51,+0.18,+0.20,+0.01,-0.03,-0.23,LLLLLLLLLL,LLLLLLLLL
15067,2024-05-23 09:38:08,600,+0.18,+0.08,+0.42,+0.00,-0.51,+0.18,+0.21,+0.00,-0.03,-0.21,LLLLLLLLLL,LLLLLLLLL
15068,2024-05-23 09:38:08,700,+0.18,+0.09,+0.42,+0.00,-0.51,+0.18,+0.21,+0.01,-0.04,-0.21,LLLLLLLLLL,LLLLLLLLL
15069,2024-05-23 09:38:08,800,+0.19,+0.09,+0.42,+0.00,-0.51,+0.18,+0.21,+0.01,-0.04,-0.19,LLLLLLLLLL,LLLLLLLLL
15070,2024-05-23 09:38:08,900,+0.18,+0.09,+0.42,-0.01,-0.51,+0.18,+0.20,+0.00,-0.05,-0.19,LLLLLLLLLL,LLLLLLLLL
15071,2024-05-23 09:38:09,000,+0.18,+0.09,+0.42,-0.01,-0.50,+0.18,+0.20,+0.01,-0.05,-0.17,LLLLLLLLLL,LLLLLLLLL
15072,2024-05-23 09:38:09,100,+0.18,+0.09,+0.43,-0.02,-0.50,+0.18,+0.21,+0.01,-0.06,-0.16,LLLLLLLLLL,LLLLLLLLL
15073,2024-05-23 09:38:09,200,+0.18,+0.09,+0.41,-0.02,-0.51,+0.18,+0.21,+0.01,-0.06,-0.15,LLLLLLLLLL,LLLLLLLLL
15074,2024-05-23 09:38:09,300,+0.18,+0.08,+0.42,-0.02,-0.51,+0.18,+0.21,+0.00,-0.07,-0.14,LLLLLLLLLL,LLLLLLLLL
15075,2024-05-23 09:38:09,400,+0.18,+0.08,+0.44,-0.02,-0.51,+0.18,+0.21,+0.00,-0.07,-0.13,LLLLLLLLLL,LLLLLLLLL
15076,2024-05-23 09:38:09,500,+0.18,+0.08,+0.42,-0.03,-0.51,+0.18,+0.21,+0.00,-0.07,-0.12,LLLLLLLLLL,LLLLLLLLL
15077,2024-05-23 09:38:09,600,+0.18,+0.09,+0.43,-0.03,-0.49,+0.18,+0.21,+0.00,-0.09,-0.11,LLLLLLLLLL,LLLLLLLLL
15078,2024-05-23 09:38:09,700,+0.18,+0.09,+0.45,-0.03,-0.51,+0.18,+0.20,+0.01,-0.09,-0.10,LLLLLLLLLL,LLLLLLLLL
15079,2024-05-23 09:38:09,800,+0.18,+0.09,+0.42,-0.03,-0.51,+0.18,+0.20,+0.01,-0.10,-0.09,LLLLLLLLLL,LLLLLLLLL
15080,2024-05-23 09:38:09,900,+0.18,+0.09,+0.44,-0.03,-0.50,+0.18,+0.21,+0.01,-0.10,-0.08,LLLLLLLLLL,LLLLLLLLL
15081,2024-05-23 09:38:10,000,+0.18,+0.08,+0.46,-0.03,-0.49,+0.18,+0.21,+0.01,-0.10,-0.07,LLLLLLLLLL,LLLLLLLLL
15082,2024-05-23 09:38:10,100,+0.19,+0.08,+0.39,-0.04,-0.50,+0.18,+0.20,+0.00,-0.11,-0.07,LLLLLLLLLL,LLLLLLLLL
15083,2024-05-23 09:38:10,200,+0.19,+0.08,+0.43,-0.04,-0.51,+0.18,+0.20,+0.01,-0.12,-0.06,LLLLLLLLLL,LLLLLLLLL
15084,2024-05-23 09:38:10,300,+0.18,+0.09,+0.46,-0.04,-0.51,+0.18,+0.21,+0.00,-0.12,-0.05,LLLLLLLLLL,LLLLLLLLL
15085,2024-05-23 09:38:10,400,+0.18,+0.08,+0.40,-0.04,-0.50,+0.18,+0.20,+0.01,-0.13,-0.04,LLLLLLLLLL,LLLLLLLLL
15086,2024-05-23 09:38:10,500,+0.18,+0.08,+0.43,-0.05,-0.50,+0.18,+0.21,+0.00,-0.14,-0.04,LLLLLLLLLL,LLLLLLLLL
15087,2024-05-23 09:38:10,600,+0.18,+0.08,+0.45,-0.05,-0.51,+0.18,+0.21,+0.01,-0.14,-0.02,LLLLLLLLLL,LLLLLLLLL
15088,2024-05-23 09:38:10,700,+0.18,+0.08,+0.40,-0.05,-0.50,+0.18,+0.20,+0.01,-0.14,-0.02,LLLLLLLLLL,LLLLLLLLL
15089,2024-05-23 09:38:10,800,+0.18,+0.08,+0.43,-0.05,-0.51,+0.18,+0.21,+0.01,-0.15,-0.01,LLLLLLLLLL,LLLLLLLLL
15090,2024-05-23 09:38:10,900,+0.18,+0.08,+0.45,-0.05,-0.50,+0.18,+0.20,+0.01,-0.15,+0.01,LLLLLLLLLL,LLLLLLLLL
15091,2024-05-23 09:38:11,000,+0.18,+0.08,+0.40,-0.06,-0.50,+0.18,+0.20,+0.01,-0.16,+0.01,LLLLLLLLLL,LLLLLLLLL
15092,2024-05-23 09:38:11,100,+0.18,+0.08,+0.43,-0.06,-0.51,+0.18,+0.21,+0.00,-0.16,+0.03,LLLLLLLLLL,LLLLLLLLL
15093,2024-05-23 09:38:11,200,+0.18,+0.08,+0.43,-0.06,-0.50,+0.18,+0.21,+0.00,-0.17,+0.04,LLLLLLLLLL,LLLLLLLLL
15094,2024-05-23 09:38:11,300,+0.18,+0.07,+0.41,-0.07,-0.50,+0.18,+0.21,+0.00,-0.17,+0.04,LLLLLLLLLL,LLLLLLLLL
15095,2024-05-23 09:38:11,400,+0.18,+0.07,+0.43,-0.07,-0.51,+0.18,+0.21,+0.01,-0.18,+0.05,LLLLLLLLLL,LLLLLLLLL
15096,2024-05-23 09:38:11,500,+0.18,+0.07,+0.42,-0.07,-0.51,+0.18,+0.21,+0.01,-0.18,+0.07,LLLLLLLLLL,LLLLLLLLL
15097,2024-05-23 09:38:11,600,+0.18,+0.07,+0.42,-0.07,-0.50,+0.18,+0.20,+0.01,-0.18,+0.07,LLLLLLLLLL,LLLLLLLLL
15098,2024-05-23 09:38:11,700,+0.18,+0.07,+0.43,-0.07,-0.51,+0.18,+0.21,+0.01,-0.18,+0.08,LLLLLLLLLL,LLLLLLLLL
15099,2024-05-23 09:38:11,800,+0.19,+0.07,+0.42,-0.07,-0.51,+0.18,+0.20,+0.00,-0.19,+0.10,LLLLLLLLLL,LLLLLLLLL
15100,2024-05-23 09:38:11,900,+0.18,+0.07,+0.42,-0.07,-0.51,+0.18,+0.21,+0.01,-0.19,+0.10,LLLLLLLLLL,LLLLLLLLL
15101,2024-05-23 09:38:12,000,+0.18,+0.07,+0.43,-0.07,-0.51,+0.18,+0.21,+0.01,-0.19,+0.11,LLLLLLLLLL,LLLLLLLLL
15102,2024-05-23 09:38:12,100,+0.18,+0.07,+0.42,-0.07,-0.51,+0.18,+0.21,+0.00,-0.20,+0.12,LLLLLLLLLL,LLLLLLLLL
15103,2024-05-23 09:38:12,200,+0.18,+0.07,+0.42,-0.08,-0.50,+0.18,+0.21,+0.01,-0.20,+0.13,LLLLLLLLLL,LLLLLLLLL
15104,2024-05-23 09:38:12,300,+0.18,+0.07,+0.43,-0.08,-0.50,+0.18,+0.20,+0.01,-0.20,+0.14,LLLLLLLLLL,LLLLLLLLL
15105,2024-05-23 09:38:12,400,+0.18,+0.07,+0.42,-0.08,-0.50,+0.18,+0.21,+0.01,-0.21,+0.15,LLLLLLLLLL,LLLLLLLLL
15106,2024-05-23 09:38:12,500,+0.18,+0.07,+0.42,-0.08,-0.51,+0.18,+0.20,+0.00,-0.21,+0.17,LLLLLLLLLL,LLLLLLLLL
15107,2024-05-23 09:38:12,600,+0.18,+0.07,+0.42,-0.08,-0.51,+0.18,+0.20,+0.01,-0.21,+0.18,LLLLLLLLLL,LLLLLLLLL
15108,2024-05-23 09:38:12,700,+0.18,+0.07,+0.42,-0.09,-0.51,+0.18,+0.21,+0.00,-0.21,+0.18,LLLLLLLLLL,LLLLLLLLL
15109,2024-05-23 09:38:12,800,+0.19,+0.06,+0.42,-0.09,-0.51,+0.18,+0.21,+0.00,-0.21,+0.20,LLLLLLLLLL,LLLLLLLLL
15110,2024-05-23 09:38:12,900,+0.18,+0.06,+0.42,-0.09,-0.51,+0.18,+0.20,+0.01,-0.22,+0.21,LLLLLLLLLL,LLLLLLLLL
15111,2024-05-23 09:38:13,000,+0.18,+0.06,+0.43,-0.09,-0.51,+0.18,+0.20,+0.01,-0.22,+0.21,LLLLLLLLLL,LLLLLLLLL
15112,2024-05-23 09:38:13,100,+0.18,+0.06,+0.43,-0.09,-0.50,+0.18,+0.20,+0.01,-0.22,+0.23,LLLLLLLLLL,LLLLLLLLL
15113,2024-05-23 09:38:13,200,+0.18,+0.06,+0.41,-0.10,-0.49,+0.18,+0.20,+0.01,-0.23,+0.24,LLLLLLLLLL,LLLLLLLLL
15114,2024-05-23 09:38:13,300,+0.18,+0.06,+0.45,-0.10,-0.51,+0.18,+0.21,+0.01,-0.23,+0.25,LLLLLLLLLL,LLLLLLLLL
15115,2024-05-23 09:38:13,400,+0.18,+0.06,+0.45,-0.10,-0.51,+0.18,+0.21,+0.00,-0.24,+0.26,LLLLLLLLLL,LLLLLLLLL
15116,2024-05-23 09:38:13,500,+0.18,+0.06,+0.41,-0.10,-0.50,+0.18,+0.21,+0.00,-0.24,+0.27,LLLLLLLLLL,LLLLLLLLL
15117,2024-05-23 09:38:13,600,+0.18,+0.06,+0.43,-0.10,-0.51,+0.18,+0.21,+0.00,-0.24,+0.28,LLLLLLLLLL,LLLLLLLLL
15118,2024-05-23 09:38:13,700,+0.18,+0.05,+0.45,-0.10,-0.50,+0.18,+0.20,+0.01,-0.24,+0.29,LLLLLLLLLL,LLLLLLLLL
15119,2024-05-23 09:38:13,800,+0.18,+0.06,+0.40,-0.10,-0.51,+0.18,+0.21,+0.00,-0.25,+0.30,LLLLLLLLLL,LLLLLLLLL
15120,2024-05-23 09:38:13,900,+0.18,+0.04,+0.43,-0.10,-0.51,+0.18,+0.20,+0.01,-0.25,+0.30,LLLLLLLLLL,LLLLLLLLL
15121,2024-05-23 09:38:14,000,+0.18,+0.05,+0.45,-0.10,-0.51,+0.18,+0.20,+0.01,-0.26,+0.32,LLLLLLLLLL,LLLLLLLLL
15122,2024-05-23 09:38:14,100,+0.18,+0.04,+0.40,-0.10,-0.51,+0.18,+0.20,+0.01,-0.26,+0.33,LLLLLLLLLL,LLLLLLLLL
15123,2024-05-23 09:38:14,200,+0.18,+0.04,+0.43,-0.10,-0.51,+0.18,+0.21,+0.01,-0.27,+0.34,LLLLLLLLLL,LLLLLLLLL
15124,2024-05-23 09:38:14,300,+0.18,+0.04,+0.45,-0.10,-0.51,+0.18,+0.20,+0.01,-0.27,+0.35,LLLLLLLLLL,LLLLLLLLL
15125,2024-05-23 09:38:14,400,+0.18,+0.04,+0.40,-0.10,-0.51,+0.18,+0.20,+0.00,-0.27,+0.35,LLLLLLLLLL,LLLLLLLLL
15126,2024-05-23 09:38:14,500,+0.18,+0.04,+0.42,-0.11,-0.49,+0.18,+0.21,+0.01,-0.28,+0.35,LLLLLLLLLL,LLLLLLLLL
15127,2024-05-23 09:38:14,600,+0.19,+0.04,+0.43,-0.11,-0.50,+0.18,+0.20,+0.00,-0.28,+0.36,LLLLLLLLLL,LLLLLLLLL
15128,2024-05-23 09:38:14,700,+0.18,+0.04,+0.41,-0.11,-0.51,+0.18,+0.20,+0.01,-0.28,+0.37,LLLLLLLLLL,LLLLLLLLL
15129,2024-05-23 09:38:14,800,+0.18,+0.04,+0.43,-0.12,-0.51,+0.18,+0.21,+0.00,-0.29,+0.39,LLLLLLLLLL,LLLLLLLLL
15130,2024-05-23 09:38:14,900,+0.18,+0.04,+0.42,-0.12,-0.51,+0.18,+0.20,+0.00,-0.29,+0.39,LLLLLLLLLL,LLLLLLLLL
15131,2024-05-23 09:38:15,000,+0.18,+0.04,+0.41,-0.12,-0.51,+0.18,+0.21,+0.00,-0.30,+0.40,LLLLLLLLLL,LLLLLLLLL
15132,2024-05-23 09:38:15,100,+0.18,+0.04,+0.42,-0.12,-0.51,+0.18,+0.20,+0.01,-0.30,+0.41,LLLLLLLLLL,LLLLLLLLL
15133,2024-05-23 09:38:15,200,+0.18,+0.04,+0.42,-0.12,-0.51,+0.18,+0.21,+0.00,-0.30,+0.42,LLLLLLLLLL,LLLLLLLLL
15134,2024-05-23 09:38:15,300,+0.18,+0.03,+0.41,-0.13,-0.51,+0.18,+0.20,+0.00,-0.32,+0.42,LLLLLLLLLL,LLLLLLLLL
15135,2024-05-23 09:38:15,400,+0.18,+0.03,+0.42,-0.13,-0.51,+0.18,+0.20,+0.00,-0.33,+0.42,LLLLLLLLLL,LLLLLLLLL
15136,2024-05-23 09:38:15,500,+0.18,+0.03,+0.41,-0.14,-0.51,+0.18,+0.20,+0.00,-0.33,+0.42,LLLLLLLLLL,LLLLLLLLL
15137,2024-05-23 09:38:15,600,+0.18,+0.03,+0.42,-0.14,-0.51,+0.18,+0.20,-0.01,-0.34,+0.43,LLLLLLLLLL,LLLLLLLLL
15138,2024-05-23 09:38:15,700,+0.18,+0.03,+0.42,-0.14,-0.51,+0.18,+0.20,+0.00,-0.34,+0.44,LLLLLLLLLL,LLLLLLLLL
15139,2024-05-23 09:38:15,800,+0.18,+0.02,+0.42,-0.14,-0.51,+0.18,+0.20,+0.01,-0.34,+0.45,LLLLLLLLLL,LLLLLLLLL
15140,2024-05-23 09:38:15,900,+0.18,+0.02,+0.42,-0.14,-0.51,+0.18,+0.20,-0.01,-0.35,+0.46,LLLLLLLLLL,LLLLLLLLL
15141,2024-05-23 09:38:16,000,+0.18,+0.02,+0.41,-0.14,-0.51,+0.18,+0.20,+0.01,-0.36,+0.46,LLLLLLLLLL,LLLLLLLLL
15142,2024-05-23 09:38:16,100,+0.18,+0.01,+0.42,-0.14,-0.51,+0.18,+0.20,+0.00,-0.36,+0.46,LLLLLLLLLL,LLLLLLLLL
15143,2024-05-23 09:38:16,200,+0.18,+0.01,+0.42,-0.14,-0.51,+0.18,+0.20,+0.00,-0.36,+0.46,LLLLLLLLLL,LLLLLLLLL
15144,2024-05-23 09:38:16,300,+0.18,+0.01,+0.41,-0.15,-0.51,+0.18,+0.20,-0.01,-0.37,+0.47,LLLLLLLLLL,LLLLLLLLL
15145,2024-05-23 09:38:16,400,+0.18,+0.01,+0.43,-0.15,-0.51,+0.18,+0.20,-0.01,-0.37,+0.47,LLLLLLLLLL,LLLLLLLLL
15146,2024-05-23 09:38:16,500,+0.18,+0.01,+0.42,-0.15,-0.51,+0.18,+0.20,+0.00,-0.39,+0.48,LLLLLLLLLL,LLLLLLLLL
15147,2024-05-23 09:38:16,600,+0.18,+0.01,+0.41,-0.16,-0.51,+0.18,+0.20,+0.01,-0.39,+0.48,LLLLLLLLLL,LLLLLLLLL
15148,2024-05-23 09:38:16,700,+0.18,+0.01,+0.43,-0.16,-0.51,+0.18,+0.20,+0.01,-0.40,+0.48,LLLLLLLLLL,LLLLLLLLL
15149,2024-05-23 09:38:16,800,+0.18,+0.01,+0.44,-0.16,-0.51,+0.18,+0.20,+0.00,-0.40,+0.49,LLLLLLLLLL,LLLLLLLLL
15150,2024-05-23 09:38:16,900,+0.18,+0.01,+0.41,-0.16,-0.51,+0.18,+0.20,+0.00,-0.41,+0.49,LLLLLLLLLL,LLLLLLLLL
15151,2024-05-23 09:38:17,000,+0.18,+0.01,+0.43,-0.17,-0.51,+0.18,+0.20,-0.01,-0.42,+0.48,LLLLLLLLLL,LLLLLLLLL
15152,2024-05-23 09:38:17,100,+0.18,+0.01,+0.45,-0.17,-0.51,+0.18,+0.20,-0.01,-0.42,+0.49,LLLLLLLLLL,LLLLLLLLL
15153,2024-05-23 09:38:17,200,+0.18,+0.01,+0.40,-0.18,-0.51,+0.18,+0.20,-0.01,-0.42,+0.49,LLLLLLLLLL,LLLLLLLLL
15154,2024-05-23 09:38:17,300,+0.18,+0.01,+0.43,-0.18,-0.51,+0.18,+0.20,+0.00,-0.43,+0.49,LLLLLLLLLL,LLLLLLLLL
15155,2024-05-23 09:38:17,400,+0.18,+0.00,+0.45,-0.18,-0.51,+0.18,+0.20,+0.00,-0.44,+0.49,LLLLLLLLLL,LLLLLLLLL
15156,2024-05-23 09:38:17,500,+0.18,+0.01,+0.39,-0.18,-0.51,+0.18,+0.20,+0.00,-0.44,+0.49,LLLLLLLLLL,LLLLLLLLL
15157,2024-05-23 09:38:17,600,+0.18,+0.00,+0.42,-0.18,-0.52,+0.18,+0.20,-0.01,-0.45,+0.49,LLLLLLLLLL,LLLLLLLLL
15158,2024-05-23 09:38:17,700,+0.18,+0.01,+0.44,-0.18,-0.51,+0.18,+0.20,+0.00,-0.46,+0.49,LLLLLLLLLL,LLLLLLLLL
15159,2024-05-23 09:38:17,800,+0.18,+0.00,+0.40,-0.19,-0.51,+0.18,+0.20,+0.00,-0.46,+0.49,LLLLLLLLLL,LLLLLLLLL
15160,2024-05-23 09:38:17,900,+0.18,-0.01,+0.42,-0.19,-0.51,+0.18,+0.20,-0.01,-0.46,+0.49,LLLLLLLLLL,LLLLLLLLL
15161,2024-05-23 09:38:18,000,+0.18,+0.00,+0.43,-0.19,-0.51,+0.18,+0.20,+0.00,-0.47,+0.49,LLLLLLLLLL,LLLLLLLLL
15162,2024-05-23 09:38:18,100,+0.18,+0.00,+0.40,-0.19,-0.51,+0.18,+0.20,+0.01,-0.48,+0.49,LLLLLLLLLL,LLLLLLLLL
15163,2024-05-23 09:38:18,200,+0.18,-0.01,+0.42,-0.20,-0.51,+0.18,+0.19,+0.00,-0.48,+0.49,LLLLLLLLLL,LLLLLLLLL
15164,2024-05-23 09:38:18,300,+0.18,-0.01,+0.42,-0.20,-0.51,+0.18,+0.20,+0.00,-0.48,+0.48,LLLLLLLLLL,LLLLLLLLL
15165,2024-05-23 09:38:18,400,+0.18,-0.01,+0.40,-0.20,-0.51,+0.18,+0.20,+0.00,-0.48,+0.49,LLLLLLLLLL,LLLLLLLLL
15166,2024-05-23 09:38:18,500,+0.18,-0.01,+0.42,-0.21,-0.51,+0.18,+0.20,+0.00,-0.49,+0.48,LLLLLLLLLL,LLLLLLLLL
15167,2024-05-23 09:38:18,600,+0.18,-0.01,+0.41,-0.21,-0.51,+0.18,+0.20,+0.00,-0.49,+0.48,LLLLLLLLLL,LLLLLLLLL
15168,2024-05-23 09:38:18,700,+0.18,-0.02,+0.41,-0.21,-0.51,+0.18,+0.20,+0.00,-0.49,+0.48,LLLLLLLLLL,LLLLLLLLL
15169,2024-05-23 09:38:18,800,+0.18,-0.01,+0.42,-0.21,-0.51,+0.18,+0.20,-0.01,-0.49,+0.48,LLLLLLLLLL,LLLLLLLLL
15170,2024-05-23 09:38:18,900,+0.18,-0.01,+0.42,-0.20,-0.51,+0.18,+0.20,+0.01,-0.49,+0.48,LLLLLLLLLL,LLLLLLLLL
15171,2024-05-23 09:38:19,000,+0.18,-0.01,+0.42,-0.21,-0.51,+0.18,+0.21,+0.01,-0.49,+0.48,LLLLLLLLLL,LLLLLLLLL
15172,2024-05-23 09:38:19,100,+0.18,-0.01,+0.42,-0.21,-0.51,+0.18,+0.21,+0.01,-0.49,+0.47,LLLLLLLLLL,LLLLLLLLL
15173,2024-05-23 09:38:19,200,+0.19,-0.01,+0.42,-0.21,-0.51,+0.18,+0.20,+0.01,-0.50,+0.47,LLLLLLLLLL,LLLLLLLLL
15174,2024-05-23 09:38:19,300,+0.19,-0.01,+0.42,-0.21,-0.51,+0.18,+0.21,+0.01,-0.50,+0.47,LLLLLLLLLL,LLLLLLLLL
15175,2024-05-23 09:38:19,400,+0.19,-0.02,+0.42,-0.21,-0.50,+0.18,+0.20,+0.01,-0.50,+0.46,LLLLLLLLLL,LLLLLLLLL
15176,2024-05-23 09:38:19,500,+0.19,-0.02,+0.42,-0.21,-0.51,+0.18,+0.20,+0.01,-0.51,+0.46,LLLLLLLLLL,LLLLLLLLL
15177,2024-05-23 09:38:19,600,+0.18,-0.02,+0.42,-0.22,-0.51,+0.18,+0.20,+0.01,-0.51,+0.46,LLLLLLLLLL,LLLLLLLLL
15178,2024-05-23 09:38:19,700,+0.19,-0.02,+0.41,-0.21,-0.51,+0.18,+0.21,+0.01,-0.51,+0.45,LLLLLLLLLL,LLLLLLLLL
15179,2024-05-23 09:38:19,800,+0.19,-0.02,+0.43,-0.22,-0.51,+0.18,+0.20,+0.01,-0.50,+0.45,LLLLLLLLLL,LLLLLLLLL
15180,2024-05-23 09:38:19,900,+0.18,-0.03,+0.43,-0.22,-0.51,+0.18,+0.21,+0.01,-0.50,+0.44,LLLLLLLLLL,LLLLLLLLL
15181,2024-05-23 09:38:20,000,+0.18,-0.03,+0.41,-0.22,-0.51,+0.18,+0.20,+0.01,-0.50,+0.43,LLLLLLLLLL,LLLLLLLLL
15182,2024-05-23 09:38:20,100,+0.18,-0.03,+0.43,-0.22,-0.51,+0.18,+0.21,+0.01,-0.49,+0.43,LLLLLLLLLL,LLLLLLLLL
15183,2024-05-23 09:38:20,200,+0.19,-0.03,+0.45,-0.22,-0.50,+0.18,+0.20,+0.01,-0.49,+0.42,LLLLLLLLLL,LLLLLLLLL
15184,2024-05-23 09:38:20,300,+0.18,-0.03,+0.41,-0.22,-0.51,+0.18,+0.20,+0.01,-0.49,+0.42,LLLLLLLLLL,LLLLLLLLL
15185,2024-05-23 09:38:20,400,+0.19,-0.03,+0.44,-0.22,-0.51,+0.18,+0.21,+0.00,-0.48,+0.41,LLLLLLLLLL,LLLLLLLLL
15186,2024-05-23 09:38:20,500,+0.18,-0.03,+0.45,-0.22,-0.51,+0.18,+0.21,+0.00,-0.49,+0.41,LLLLLLLLLL,LLLLLLLLL
15187,2024-05-23 09:38:20,600,+0.18,-0.04,+0.40,-0.22,-0.51,+0.18,+0.20,+0.01,-0.48,+0.40,LLLLLLLLLL,LLLLLLLLL
15188,2024-05-23 09:38:20,700,+0.18,-0.04,+0.43,-0.22,-0.51,+0.18,+0.20,+0.01,-0.48,+0.40,LLLLLLLLLL,LLLLLLLLL
15189,2024-05-23 09:38:20,800,+0.18,-0.04,+0.45,-0.22,-0.51,+0.18,+0.20,+0.01,-0.48,+0.39,LLLLLLLLLL,LLLLLLLLL
15190,2024-05-23 09:38:20,900,+0.18,-0.04,+0.39,-0.22,-0.51,+0.18,+0.20,+0.01,-0.47,+0.39,LLLLLLLLLL,LLLLLLLLL
15191,2024-05-23 09:38:21,000,+0.18,-0.04,+0.43,-0.22,-0.51,+0.18,+0.21,+0.01,-0.47,+0.37,LLLLLLLLLL,LLLLLLLLL
15192,2024-05-23 09:38:21,100,+0.18,-0.04,+0.45,-0.22,-0.51,+0.18,+0.20,+0.01,-0.46,+0.37,LLLLLLLLLL,LLLLLLLLL
15193,2024-05-23 09:38:21,200,+0.18,-0.05,+0.40,-0.22,-0.51,+0.18,+0.21,+0.01,-0.46,+0.36,LLLLLLLLLL,LLLLLLLLL
15194,2024-05-23 09:38:21,300,+0.18,-0.05,+0.42,-0.22,-0.51,+0.18,+0.21,+0.01,-0.45,+0.35,LLLLLLLLLL,LLLLLLLLL
