ベンダ,GRAPHTEC Corporation
モデル,GL240
ファームウェア,Ver1.55
ソフトウェア, "Ver1.31"
最大CH数,10CH
GS開始CH
WL開始CH,10CH
測定間隔,100ms
測定点数,360533      
トリガ点,0           
開始時刻,2024-05-23,09:12:59
終了時刻,2024-05-23,19:13:55
トリガ時刻,2024-05-23,09:13:02
AC Mode, AC1_2, AC1_2
Logic/Pulse,Off,Off
アンプ設定
CH,信号名,アンプ,入力,レンジ,温度レンジ,フィルタ,スパン,,単位
CH1,CH 1,M,DC,100V,,Off,50.000000,-50.000000,V
CH2,CH 2,M,DC,100V,,Off,50.000000,-50.000000,V
CH3,CH 3,M,DC,100V,,Off,50.000000,-50.000000,V
CH4,CH 4,M,DC,100V,,Off,50.000000,-50.000000,V
CH5,CH 5,M,DC,100V,,Off,50.000000,-50.000000,V
CH6,CH 6,M,DC,100V,,Off,50.000000,-50.000000,V
CH7,CH 7,M,DC,100V,,Off,50.000000,-50.000000,V
CH8,CH 8,M,DC,100V,,Off,50.000000,-50.000000,V
CH9,CH 9,M,DC,100V,,Off,50.000000,-50.000000,V
CH10,CH10,M,DC,100V,,Off,50.000000,-50.000000,V
測定値
番号,日付 時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1,AlarmOut
NO.,Time,ms,V,V,V,V,V,V,V,V,V,V,A1234567890,A123456789
152,2024-05-23 09:13:17,100,+0.24,-6.87,+0.01,+0.07,-0.02,-0.01,+0.00,+0.00,+0.24,+0.07,LLLLLLLLLL,LLLLLLLLL
153,2024-05-23 09:13:17,200,+0.24,-6.87,+0.01,+0.07,-0.03,-0.01,+0.00,+0.01,+0.24,+0.06,LLLLLLLLLL,LLLLLLLLL
154,2024-05-23 09:13:17,300,+0.24,-6.87,+0.01,+0.07,-0.02,-0.01,+0.00,+0.01,+0.24,+0.06,LLLLLLLLLL,LLLLLLLLL
155,2024-05-23 09:13:17,400,+0.24,-6.87,+0.01,+0.08,-0.03,-0.01,+0.00,+0.00,+0.26,+0.06,LLLLLLLLLL,LLLLLLLLL
156,2024-05-23 09:13:17,500,+0.24,-6.87,+0.01,+0.08,-0.02,-0.01,-0.01,+0.00,+0.27,+0.06,LLLLLLLLLL,LLLLLLLLL
157,2024-05-23 09:13:17,600,+0.24,-6.87,+0.01,+0.09,-0.02,-0.01,+0.00,+0.01,+0.27,+0.05,LLLLLLLLLL,LLLLLLLLL
158,2024-05-23 09:13:17,700,+0.24,-6.87,+0.01,+0.09,-0.02,-0.01,+0.00,+0.01,+0.28,+0.04,LLLLLLLLLL,LLLLLLLLL
159,2024-05-23 09:13:17,800,+0.24,-6.87,+0.01,+0.10,-0.03,-0.01,+0.00,+0.01,+0.29,+0.04,LLLLLLLLLL,LLLLLLLLL
160,2024-05-23 09:13:17,900,+0.24,-6.87,+0.01,+0.10,-0.03,-0.01,+0.00,+0.00,+0.30,+0.04,LLLLLLLLLL,LLLLLLLLL
161,2024-05-23 09:13:18,000,+0.24,-6.87,+0.01,+0.10,-0.03,-0.01,+0.00,+0.01,+0.30,+0.04,LLLLLLLLLL,LLLLLLLLL
162,2024-05-23 09:13:18,100,+0.24,-6.87,+0.01,+0.10,-0.03,-0.01,+0.00,+0.00,+0.31,+0.04,LLLLLLLLLL,LLLLLLLLL
163,2024-05-23 09:13:18,200,+0.24,-6.87,+0.01,+0.10,-0.02,-0.01,+0.00,+0.01,+0.32,+0.04,LLLLLLLLLL,LLLLLLLLL
164,2024-05-23 09:13:18,300,+0.24,-6.87,+0.01,+0.11,-0.02,-0.02,-0.01,+0.00,+0.33,+0.04,LLLLLLLLLL,LLLLLLLLL
165,2024-05-23 09:13:18,400,+0.23,-6.87,+0.01,+0.11,-0.02,-0.01,+0.00,+0.01,+0.33,+0.04,LLLLLLLLLL,LLLLLLLLL
166,2024-05-23 09:13:18,500,+0.24,-6.87,+0.01,+0.12,-0.02,-0.01,+0.00,+0.01,+0.34,+0.04,LLLLLLLLLL,LLLLLLLLL
167,2024-05-23 09:13:18,600,+0.24,-6.87,+0.01,+0.12,-0.02,-0.01,+0.00,+0.01,+0.35,+0.03,LLLLLLLLLL,LLLLLLLLL
168,2024-05-23 09:13:18,700,+0.24,-6.87,+0.01,+0.12,-0.03,-0.01,-0.01,+0.01,+0.35,+0.03,LLLLLLLLLL,LLLLLLLLL
169,2024-05-23 09:13:18,800,+0.24,-6.87,+0.01,+0.12,-0.02,-0.01,+0.00,+0.01,+0.35,+0.03,LLLLLLLLLL,LLLLLLLLL
170,2024-05-23 09:13:18,900,+0.24,-6.87,+0.01,+0.12,-0.02,-0.01,+0.00,+0.01,+0.36,+0.03,LLLLLLLLLL,LLLLLLLLL
171,2024-05-23 09:13:19,000,+0.24,-6.87,+0.01,+0.13,-0.03,-0.01,+0.00,+0.01,+0.36,+0.02,LLLLLLLLLL,LLLLLLLLL
172,2024-05-23 09:13:19,100,+0.24,-6.87,+0.01,+0.13,-0.03,-0.01,+0.00,+0.01,+0.37,+0.02,LLLLLLLLLL,LLLLLLLLL
173,2024-05-23 09:13:19,200,+0.24,-6.87,+0.01,+0.13,-0.03,-0.01,+0.00,+0.01,+0.38,+0.02,LLLLLLLLLL,LLLLLLLLL
174,2024-05-23 09:13:19,300,+0.24,-6.87,+0.01,+0.14,-0.02,-0.01,+0.00,+0.01,+0.39,+0.01,LLLLLLLLLL,LLLLLLLLL
175,2024-05-23 09:13:19,400,+0.24,-6.87,+0.01,+0.14,-0.02,-0.01,+0.00,+0.01,+0.39,+0.02,LLLLLLLLLL,LLLLLLLLL
176,2024-05-23 09:13:19,500,+0.24,-6.87,+0.01,+0.14,-0.02,-0.01,+0.00,+0.01,+0.39,+0.01,LLLLLLLLLL,LLLLLLLLL
177,2024-05-23 09:13:19,600,+0.24,-6.87,+0.01,+0.14,-0.03,-0.01,+0.00,+0.01,+0.39,+0.01,LLLLLLLLLL,LLLLLLLLL
178,2024-05-23 09:13:19,700,+0.24,-6.87,+0.01,+0.15,-0.03,-0.01,+0.00,+0.00,+0.40,+0.01,LLLLLLLLLL,LLLLLLLLL
179,2024-05-23 09:13:19,800,+0.24,-6.86,+0.01,+0.15,-0.03,-0.01,+0.00,+0.01,+0.41,+0.01,LLLLLLLLLL,LLLLLLLLL
180,2024-05-23 09:13:19,900,+0.24,-6.85,+0.01,+0.15,-0.03,-0.01,+0.01,+0.01,+0.41,+0.01,LLLLLLLLLL,LLLLLLLLL
181,2024-05-23 09:13:20,000,+0.24,-6.85,+0.01,+0.15,-0.02,-0.01,+0.00,+0.01,+0.42,+0.01,LLLLLLLLLL,LLLLLLLLL
182,2024-05-23 09:13:20,100,+0.24,-6.85,+0.01,+0.15,-0.02,-0.01,-0.01,+0.01,+0.42,+0.01,LLLLLLLLLL,LLLLLLLLL
183,2024-05-23 09:13:20,200,+0.24,-6.84,+0.01,+0.15,-0.02,-0.01,+0.00,+0.01,+0.42,+0.01,LLLLLLLLLL,LLLLLLLLL
184,2024-05-23 09:13:20,300,+0.24,-6.84,+0.01,+0.15,-0.02,-0.01,-0.01,+0.00,+0.42,+0.01,LLLLLLLLLL,LLLLLLLLL
185,2024-05-23 09:13:20,400,+0.04,-6.84,+0.01,+0.15,-0.03,-0.01,+0.00,+0.01,+0.42,+0.00,LLLLLLLLLL,LLLLLLLLL
186,2024-05-23 09:13:20,500,-0.01,-6.83,+0.01,+0.16,-0.02,-0.01,-0.01,+0.00,+0.43,+0.00,LLLLLLLLLL,LLLLLLLLL
187,2024-05-23 09:13:20,600,-0.03,-6.83,+0.01,+0.17,-0.02,-0.02,+0.00,+0.01,+0.43,-0.01,LLLLLLLLLL,LLLLLLLLL
188,2024-05-23 09:13:20,700,-0.03,-6.83,+0.01,+0.17,-0.02,-0.01,+0.01,+0.01,+0.44,-0.01,LLLLLLLLLL,LLLLLLLLL
189,2024-05-23 09:13:20,800,-0.03,-6.82,+0.01,+0.17,-0.03,-0.01,+0.00,+0.01,+0.43,-0.01,LLLLLLLLLL,LLLLLLLLL
190,2024-05-23 09:13:20,900,-0.03,-6.82,+0.01,+0.17,-0.02,-0.01,-0.01,+0.01,+0.44,-0.01,LLLLLLLLLL,LLLLLLLLL
191,2024-05-23 09:13:21,000,-0.03,-6.81,+0.01,+0.17,-0.02,-0.01,-0.01,+0.01,+0.45,-0.02,LLLLLLLLLL,LLLLLLLLL
192,2024-05-23 09:13:21,100,-0.03,-6.80,+0.01,+0.17,-0.03,-0.01,+0.00,+0.01,+0.45,-0.02,LLLLLLLLLL,LLLLLLLLL
193,2024-05-23 09:13:21,200,-0.03,-6.79,+0.01,+0.18,-0.02,-0.01,-0.01,+0.01,+0.45,-0.02,LLLLLLLLLL,LLLLLLLLL
194,2024-05-23 09:13:21,300,-0.03,-6.79,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.45,-0.02,LLLLLLLLLL,LLLLLLLLL
195,2024-05-23 09:13:21,400,-0.03,-6.78,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.45,-0.02,LLLLLLLLLL,LLLLLLLLL
196,2024-05-23 09:13:21,500,-0.03,-6.78,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.45,-0.03,LLLLLLLLLL,LLLLLLLLL
197,2024-05-23 09:13:21,600,-0.03,-6.77,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.45,-0.03,LLLLLLLLLL,LLLLLLLLL
198,2024-05-23 09:13:21,700,-0.03,-6.76,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.45,-0.03,LLLLLLLLLL,LLLLLLLLL
199,2024-05-23 09:13:21,800,-0.03,-6.76,+0.01,+0.18,-0.02,-0.01,+0.00,+0.00,+0.45,-0.03,LLLLLLLLLL,LLLLLLLLL
200,2024-05-23 09:13:21,900,-0.03,-6.75,+0.01,+0.18,-0.03,-0.01,+0.00,+0.00,+0.46,-0.03,LLLLLLLLLL,LLLLLLLLL
201,2024-05-23 09:13:22,000,-0.03,-6.74,+0.01,+0.18,-0.03,-0.01,-0.01,+0.01,+0.46,-0.03,LLLLLLLLLL,LLLLLLLLL
202,2024-05-23 09:13:22,100,-0.03,-6.72,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.46,-0.04,LLLLLLLLLL,LLLLLLLLL
203,2024-05-23 09:13:22,200,-0.03,-6.72,+0.01,+0.18,-0.03,-0.01,+0.00,+0.00,+0.46,-0.04,LLLLLLLLLL,LLLLLLLLL
204,2024-05-23 09:13:22,300,-0.03,-6.71,+0.01,+0.19,-0.02,-0.01,-0.01,+0.01,+0.46,-0.04,LLLLLLLLLL,LLLLLLLLL
205,2024-05-23 09:13:22,400,-0.03,-6.70,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.46,-0.04,LLLLLLLLLL,LLLLLLLLL
206,2024-05-23 09:13:22,500,-0.03,-6.69,+0.01,+0.19,-0.02,-0.01,+0.00,+0.01,+0.46,-0.04,LLLLLLLLLL,LLLLLLLLL
207,2024-05-23 09:13:22,600,-0.03,-6.68,+0.01,+0.19,-0.02,-0.01,+0.00,+0.01,+0.47,-0.04,LLLLLLLLLL,LLLLLLLLL
208,2024-05-23 09:13:22,700,-0.03,-6.67,+0.01,+0.19,-0.02,-0.01,+0.00,+0.01,+0.47,-0.04,LLLLLLLLLL,LLLLLLLLL
209,2024-05-23 09:13:22,800,-0.03,-6.66,+0.01,+0.19,-0.03,-0.01,+0.00,+0.00,+0.47,-0.05,LLLLLLLLLL,LLLLLLLLL
210,2024-05-23 09:13:22,900,-0.03,-6.65,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.46,-0.05,LLLLLLLLLL,LLLLLLLLL
211,2024-05-23 09:13:23,000,-0.03,-6.63,+0.01,+0.19,-0.02,-0.01,+0.00,+0.01,+0.46,-0.05,LLLLLLLLLL,LLLLLLLLL
212,2024-05-23 09:13:23,100,-0.03,-6.62,+0.01,+0.20,-0.03,-0.02,-0.01,+0.00,+0.47,-0.05,LLLLLLLLLL,LLLLLLLLL
213,2024-05-23 09:13:23,200,-0.03,-6.60,+0.01,+0.20,-0.03,-0.01,+0.00,+0.01,+0.46,-0.05,LLLLLLLLLL,LLLLLLLLL
214,2024-05-23 09:13:23,300,-0.03,-6.59,+0.01,+0.20,-0.03,-0.01,+0.00,+0.00,+0.47,-0.05,LLLLLLLLLL,LLLLLLLLL
215,2024-05-23 09:13:23,400,-0.03,-6.57,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.06,LLLLLLLLLL,LLLLLLLLL
216,2024-05-23 09:13:23,500,-0.03,-6.55,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.05,LLLLLLLLLL,LLLLLLLLL
217,2024-05-23 09:13:23,600,-0.03,-6.54,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.06,LLLLLLLLLL,LLLLLLLLL
218,2024-05-23 09:13:23,700,-0.03,-6.54,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
219,2024-05-23 09:13:23,800,-0.02,-6.52,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
220,2024-05-23 09:13:23,900,-0.02,-6.50,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
221,2024-05-23 09:13:24,000,-0.03,-6.49,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
222,2024-05-23 09:13:24,100,-0.03,-6.48,+0.01,+0.20,-0.03,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
223,2024-05-23 09:13:24,200,-0.03,-6.48,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
224,2024-05-23 09:13:24,300,-0.03,-6.46,+0.01,+0.21,-0.02,-0.01,-0.01,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
225,2024-05-23 09:13:24,400,-0.03,-6.44,+0.01,+0.21,-0.03,-0.01,+0.00,+0.00,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
226,2024-05-23 09:13:24,500,-0.03,-6.43,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.46,-0.07,LLLLLLLLLL,LLLLLLLLL
227,2024-05-23 09:13:24,600,-0.03,-6.42,+0.01,+0.20,-0.03,-0.01,+0.01,+0.00,+0.46,-0.07,LLLLLLLLLL,LLLLLLLLL
228,2024-05-23 09:13:24,700,-0.03,-6.41,+0.01,+0.20,-0.02,-0.01,-0.01,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
229,2024-05-23 09:13:24,800,-0.03,-6.39,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.46,-0.07,LLLLLLLLLL,LLLLLLLLL
230,2024-05-23 09:13:24,900,-0.03,-6.37,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
231,2024-05-23 09:13:25,000,-0.03,-6.37,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.46,-0.07,LLLLLLLLLL,LLLLLLLLL
232,2024-05-23 09:13:25,100,-0.03,-6.35,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.07,LLLLLLLLLL,LLLLLLLLL
233,2024-05-23 09:13:25,200,-0.03,-6.34,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
234,2024-05-23 09:13:25,300,-0.03,-6.33,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
235,2024-05-23 09:13:25,400,-0.03,-6.32,+0.01,+0.20,-0.03,-0.01,+0.01,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
236,2024-05-23 09:13:25,500,-0.03,-6.30,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
237,2024-05-23 09:13:25,600,-0.03,-6.32,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
238,2024-05-23 09:13:25,700,-0.03,-6.29,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.08,LLLLLLLLLL,LLLLLLLLL
239,2024-05-23 09:13:25,800,-0.03,-6.28,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.08,LLLLLLLLLL,LLLLLLLLL
240,2024-05-23 09:13:25,900,-0.03,-6.28,+0.01,+0.21,-0.02,-0.01,+0.01,+0.01,+0.47,-0.08,LLLLLLLLLL,LLLLLLLLL
241,2024-05-23 09:13:26,000,-0.03,-6.27,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.08,LLLLLLLLLL,LLLLLLLLL
242,2024-05-23 09:13:26,100,-0.03,-6.25,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.47,-0.09,LLLLLLLLLL,LLLLLLLLL
243,2024-05-23 09:13:26,200,-0.03,-6.25,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
244,2024-05-23 09:13:26,300,-0.03,-6.25,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
245,2024-05-23 09:13:26,400,-0.01,-6.23,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.47,-0.09,LLLLLLLLLL,LLLLLLLLL
246,2024-05-23 09:13:26,500,-0.02,-6.22,+0.01,+0.21,-0.03,-0.01,+0.01,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
247,2024-05-23 09:13:26,600,-0.03,-6.22,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
248,2024-05-23 09:13:26,700,-0.03,-6.21,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
249,2024-05-23 09:13:26,800,-0.03,-6.21,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
250,2024-05-23 09:13:26,900,-0.03,-6.21,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
251,2024-05-23 09:13:27,000,-0.02,-6.20,+0.01,+0.21,-0.02,+0.00,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
252,2024-05-23 09:13:27,100,-0.03,-6.20,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
253,2024-05-23 09:13:27,200,-0.03,-6.21,+0.01,+0.21,-0.02,-0.01,-0.01,+0.01,+0.47,-0.09,LLLLLLLLLL,LLLLLLLLL
254,2024-05-23 09:13:27,300,-0.03,-6.21,+0.01,+0.21,-0.02,-0.01,+0.01,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
255,2024-05-23 09:13:27,400,-0.03,-6.21,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
256,2024-05-23 09:13:27,500,-0.02,-6.20,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
257,2024-05-23 09:13:27,600,-0.02,-6.19,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
258,2024-05-23 09:13:27,700,-0.03,-6.20,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
259,2024-05-23 09:13:27,800,-0.03,-6.20,+0.01,+0.21,-0.03,-0.01,+0.01,+0.00,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
260,2024-05-23 09:13:27,900,-0.03,-6.19,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
261,2024-05-23 09:13:28,000,-0.03,-6.21,+0.01,+0.21,-0.02,-0.01,+0.00,+0.00,+0.47,-0.09,LLLLLLLLLL,LLLLLLLLL
262,2024-05-23 09:13:28,100,-0.05,-6.20,+0.01,+0.21,-0.02,-0.01,-0.01,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
263,2024-05-23 09:13:28,200,-0.01,-6.20,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.47,-0.09,LLLLLLLLLL,LLLLLLLLL
264,2024-05-23 09:13:28,300,+0.02,-6.21,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
265,2024-05-23 09:13:28,400,+0.05,-6.21,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
266,2024-05-23 09:13:28,500,+0.09,-6.21,+0.01,+0.21,-0.02,-0.01,+0.00,+0.00,+0.47,-0.09,LLLLLLLLLL,LLLLLLLLL
267,2024-05-23 09:13:28,600,+0.12,-6.23,+0.01,+0.21,-0.03,-0.01,+0.01,+0.00,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
268,2024-05-23 09:13:28,700,+0.13,-6.23,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.47,-0.09,LLLLLLLLLL,LLLLLLLLL
269,2024-05-23 09:13:28,800,+0.14,-6.23,+0.01,+0.21,-0.03,-0.01,+0.00,+0.00,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
270,2024-05-23 09:13:28,900,+0.14,-6.25,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
271,2024-05-23 09:13:29,000,+0.14,-6.25,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
272,2024-05-23 09:13:29,100,+0.15,-6.25,+0.01,+0.21,-0.02,-0.01,+0.01,+0.01,+0.46,-0.09,LLLLLLLLLL,LLLLLLLLL
273,2024-05-23 09:13:29,200,+0.14,-6.25,+0.01,+0.20,-0.02,-0.01,+0.01,+0.01,+0.46,-0.08,LLLLLLLLLL,LLLLLLLLL
274,2024-05-23 09:13:29,300,+0.14,-6.25,+0.01,+0.20,-0.02,-0.01,+0.00,+0.00,+0.47,-0.09,LLLLLLLLLL,LLLLLLLLL
275,2024-05-23 09:13:29,400,+0.15,-6.26,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.46,-0.08,LLLLLLLLLL,LLLLLLLLL
276,2024-05-23 09:13:29,500,+0.14,-6.28,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.08,LLLLLLLLLL,LLLLLLLLL
277,2024-05-23 09:13:29,600,+0.14,-6.27,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.08,LLLLLLLLLL,LLLLLLLLL
278,2024-05-23 09:13:29,700,+0.15,-6.27,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.08,LLLLLLLLLL,LLLLLLLLL
279,2024-05-23 09:13:29,800,+0.14,-6.29,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.46,-0.07,LLLLLLLLLL,LLLLLLLLL
280,2024-05-23 09:13:29,900,+0.14,-6.29,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.46,-0.07,LLLLLLLLLL,LLLLLLLLL
281,2024-05-23 09:13:30,000,+0.15,-6.31,+0.01,+0.21,-0.02,-0.01,-0.01,+0.01,+0.46,-0.08,LLLLLLLLLL,LLLLLLLLL
282,2024-05-23 09:13:30,100,+0.14,-6.32,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.08,LLLLLLLLLL,LLLLLLLLL
283,2024-05-23 09:13:30,200,+0.14,-6.33,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.07,LLLLLLLLLL,LLLLLLLLL
284,2024-05-23 09:13:30,300,+0.15,-6.33,+0.01,+0.20,-0.03,-0.01,+0.00,+0.01,+0.46,-0.07,LLLLLLLLLL,LLLLLLLLL
285,2024-05-23 09:13:30,400,+0.15,-6.33,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.46,-0.07,LLLLLLLLLL,LLLLLLLLL
286,2024-05-23 09:13:30,500,+0.15,-6.35,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.46,-0.07,LLLLLLLLLL,LLLLLLLLL
287,2024-05-23 09:13:30,600,+0.14,-6.35,+0.01,+0.21,-0.02,+0.00,+0.00,+0.01,+0.46,-0.07,LLLLLLLLLL,LLLLLLLLL
288,2024-05-23 09:13:30,700,+0.15,-6.37,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
289,2024-05-23 09:13:30,800,+0.15,-6.37,+0.01,+0.20,-0.03,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
290,2024-05-23 09:13:30,900,+0.15,-6.37,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
291,2024-05-23 09:13:31,000,+0.15,-6.38,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
292,2024-05-23 09:13:31,100,+0.15,-6.40,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
293,2024-05-23 09:13:31,200,+0.15,-6.41,+0.01,+0.21,-0.03,-0.01,+0.00,+0.00,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
294,2024-05-23 09:13:31,300,+0.15,-6.41,+0.01,+0.21,-0.03,-0.01,-0.01,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
295,2024-05-23 09:13:31,400,+0.15,-6.42,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
296,2024-05-23 09:13:31,500,+0.15,-6.43,+0.01,+0.20,-0.02,-0.01,-0.01,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
297,2024-05-23 09:13:31,600,+0.15,-6.43,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
298,2024-05-23 09:13:31,700,+0.15,-6.44,+0.01,+0.20,-0.02,-0.01,+0.00,+0.00,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
299,2024-05-23 09:13:31,800,+0.15,-6.45,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
300,2024-05-23 09:13:31,900,+0.15,-6.46,+0.01,+0.20,-0.02,-0.01,+0.01,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
301,2024-05-23 09:13:32,000,+0.15,-6.48,+0.01,+0.20,-0.03,-0.01,+0.00,+0.01,+0.47,-0.06,LLLLLLLLLL,LLLLLLLLL
302,2024-05-23 09:13:32,100,+0.15,-6.49,+0.01,+0.20,-0.03,-0.01,+0.00,+0.01,+0.47,-0.07,LLLLLLLLLL,LLLLLLLLL
